RESPONDENT_ID,StartDate,EndDate,RecordedDate,Status,Progress,durationinseconds,Finished,IPAddress,ResponseId,LocationLatitude,LocationLongitude,Meta_Info_Browser,Meta_Info_Version,Meta_Info_Operating_System,Meta_Info_Resolution,DistributionChannel,UserLanguage,RelevantIDDuplicate,RelevantIDDuplicateScore,RelevantIDFraudScore,Q_RelevantIDLastStartDate,SC0,consent,pre_informed,pre_trust_1,pre_trust_2,pre_trust_3,pre_trust_4,pre_trust_5,pre_trust_6,pre_learning_1,pre_learning_2,pre_risk_1,pre_risk_2,Media_use_1,Media_use_2,Media_use_3,Media_use_4,Media_use_5,Media_use_6,Media_use_7,Film_Clip_Instructio,source_blkwo_bright_1,source_blkwo_bright_2,source_blkwo_bright_3,source_blkwo_bright_4,source_blkwo_bright_5,source_blkwo_bright_6,view_blkwo_bright_1,view_blkwo_bright_2,view_blkwo_bright_3,source_blkwo_stancil_1,source_blkwo_stancil_2,source_blkwo_stancil_3,source_blkwo_stancil_4,source_blkwo_stancil_5,source_blkwo_stancil_6,view_blkwo_stancil_1,view_blkwo_stancil_2,view_blkwo_stancil_3,source_blkman_lyles_1,source_blkman_lyles_2,source_blkman_lyles_3,source_blkman_lyles_4,source_blkman_lyles_5,source_blkman_lyles_6,view_blkman_lyles_1,view_blkman_lyles_2,view_blkman_lyles_3,source_blkma_pyr_1,source_blkma_pyr_2,source_blkma_pyr_3,source_blkma_pyr_4,source_blkma_pyr_5,source_blkma_pyr_6,view_blkma_pyronneau_1,view_blkma_pyronneau_2,view_blkma_pyronneau_3,source_whtwo_Behrman_1,source_whtwo_Behrman_2,source_whtwo_Behrman_3,source_whtwo_Behrman_4,source_whtwo_Behrman_5,source_whtwo_Behrman_6,view_whtwo_behrman_1,view_whtwo_behrman_2,view_whtwo_behrman_3,source_whtwo_gallagh_1,source_whtwo_gallagh_2,source_whtwo_gallagh_3,source_whtwo_gallagh_4,source_whtwo_gallagh_5,source_whtwo_gallagh_6,view_whtwo_gallagher_1,view_whtwo_gallagher_2,view_whtwo_gallagher_3,source_whtman_gansky_1,source_whtman_gansky_2,source_whtman_gansky_3,source_whtman_gansky_4,source_whtman_gansky_5,source_whtman_gansky_6,view_whtman_gansky_1,view_whtman_gansky_2,view_whtman_gansky_3,source_whtman_keatin_1,source_whtman_keatin_2,source_whtman_keatin_3,source_whtman_keatin_4,source_whtman_keatin_5,source_whtman_keatin_6,view_whtman_keating_1,view_whtman_keating_2,view_whtman_keating_3,transport_david_1,transport_david_2,transport_david_3,identification_david_1,identification_david_2,identification_david_3,identification_david_4,identification_david_5,post_knowledge_david_1,post_knowledge_david_2,post_knowledge_david_3,transport_ruthie_1,transport_ruthie_2,transport_ruthie_3,identification_ruthie_1,identification_ruthie_2,identification_ruthie_3,identification_ruthie_4,identification_ruthie_5,post_knowledge_ruthie_1,post_knowledge_ruthie_2,post_knowledge_ruthie_3,post_interested,post_questions,post_interest_1,post_interest_2,post_interest_3,post_risk_1,post_risk_2,race_film_1,race_film_2,race_film_3,race_film_4,moralgrand_prestige_1,moralgrand_prestige_2,moralgrand_prestige_3,moralgrand_prestige_4,needtobelong_1,needtobelong_2,needtobelong_3,needtobelong_4,needtobelong_5,Racial_Thermometer_1,Racial_Thermometer_2,Racial_Thermometer_3,Racial_Thermometer_4,Racial_Thermometer_5,Racial_Thermometer_6,Racial_Thermometer_7,Racial_Thermometer_8,Racial_Thermometer_9,Racial_Thermometer_10,science_major,science_experience_1,science_experience_2,science_experience_3,science_experience_4,science_experience_99,science_experience_2_TEXT,science_experience_4_TEXT,born_again,recall,open_ended_TEXT,gender,age,zip,region,ethnicity,hispanic,children,division,education,employment,familial_origin,home,income,licensed_driver,marital,military_status,msa,neighborhood,political_ideology,political_party_preference,religiosity,religious_identity,sexual_orientation,state,voter_registration_usa,BLKWO_Bright_Ruthie_Science,BLKWO_Bright_Ruthie_Culture,BLKWO_Bright_David_Science,BLKWO_Bright_David_Culture,BLKWO_Stancil_Ruthie_Culture,BLKWO_Stancil_David_Science,BLKWO_Stancil_David_Culture,BLKWO_Stancil_Ruthie_Science,BLKMAN_Lyles_Ruthie_Science,BLKMAN_Lyles_Ruthie_Culture,BLKMAN_Lyles_David_Science,BLKMAN_Lyles_David_Culture,BLKMAN_Pyronneau_David_Science,BLKMAN_PYRONNEAU_Ruthie_Culture,BLKMAN_PYRONNEAU_Ruthie_Science,BLKMAN_PYRONNEAU_David_Culture,WHTMAN_Keating_David_Culture,WHTMAN_Keating_Ruthie_Culture,WHTMAN_Keating_Ruthie_Science,WHTMAN_Keating_David_Science,WHTMAN_Gansky_Ruthie_Science,WHTMAN_Gansky_Ruthie_Culture,WHTMAN_Gansky_David_Culture,WHTMAN_Gansky_David_Science,WHTWO_Gallagher_Ruthie_Science,WHTWO_Gallagher_Ruthie_Culture,WHTWO_Gallagher_David_Science,WHTWO_Gallagher_David_Culture,WHTWO_Behrman_David_Culture,WHTWO_Behrman_Ruthie_Science,WHTWO_Behrman_Ruthie_Culture,WHTWO_Behrman_David_Science,Zdurationinseconds,duration_exclude,media_use,pre_learning,pre_riskbenefit,trust_all,source_blkwo_bright_warm,source_blkwo_bright_expert,view_blkwo_bright,source_blkwo_stancil_warm,source_blkwo_stancil_expert,view_blkwo_stancil,source_blkman_lyles_warm,source_blkman_lyles_expert,view_blkman_lyles,source_blkman_pyr_warm,source_blkman_pyr_expert,view_blkman_pyr,source_whtwo_beh_warm,source_whtwo_beh_expert,view_whtwo_beh,source_whtwo_gal_warm,source_whtwo_gal_expert,view_whtwo_gal,source_whtman_gansky_warm,source_whtman_gansky_expert,view_whtman_gansk,source_whtman_keat_warm,source_whtman_keat_expert,view_whtman_keat,transport_david,identification_david,transport_ruthie,identification_ruthie,post_interest_all,post_riskbenefit,race_film_all,moral_all,need_all,postknowledge_david_1_scored,postknowledge_david_2_scored,postknowledge_david_3_scored,david_knowledge_score,postknowledge_ruthie_1_scored,postknowledge_ruthie_2_scored,postknowledge_ruthie_3_scored,ruthie_knowledge_score,nonmale,female,ethnicity_white,ethnicity_black,poli3,science_experience_score,condition,alb,sci_gend_f,sci_race_blk,intro_sci,warm,expert,Zruthie_knowledge_score,Zdavid_knowledge_score,knowledge
iP6fcba65f4cdbac2a,12/19/2022 15:52:31,12/19/2022 16:10:48,12/19/2022 16:10:49,0,100,1096,1,24.185.146.18,R_1hMwLCJbetRbGaK,40.1243,-74.3022,Chrome,108.0.0.0,Windows NT 10.0,1920x1080,anonymous,EN, ,0,0,10/14/1582 0:00:00,46,1,1,1,2,3,1,2,1,6,6,5,5,3,2,3,1,3,2,3,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,4,4,5,6,5,5,4,4,3,5,2,4,5,4,5,2,2,1,-1, , , , , , , , , , , ,3,2,3,3,2,5,5,5,4,3,4,5,5,2,4,2,1,1,1,2,60,90,80,80,70,90,80,70,60,90,2, , , , ,1,-99,-99,0,6,-99,1,68,8527,1,1,2,2,2,2,1,4,4,5,1,3,1,5602,3,4,6,4,2,1,NJ,2, , , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , ,-.224761331244998,1,2.42857142857143,6,5,1.66666666666667, , , , , , , , , , , , , , , , , , , , , ,4,5.33333333333333,4.33333333333333,3.33333333333333,4, , ,2.66666666666667,5,4,4,1.4,1,1,1,3, , , , ,0,0,1,0,2, ,30,0,0,0,1,4,5.33333333333333, ,.820640847587717,.820640847587717
iP6ff9c630bbdae1b6,12/22/2022 18:36:38,12/22/2022 19:02:51,12/22/2022 19:02:52,0,100,1573,1,69.255.159.190,R_2n5RzsP95GOTbLb,38.3523,-75.5386,Chrome,106.0.0.0,CrOS aarch64 15054.114.0,1366x768,anonymous,EN, ,0,0,10/14/1582 0:00:00,59,1,2,3,3,3,3,2,3,7,7,6,7,2,2,3,4,4,3,4,4,6,5,6,6,6,6,7,7,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,7,7,7,7,7,7,7,2,2,-1, , , , , , , , , , , ,5,4,7,6,5,7,7,7,7,7,7,5,5,4,6,3,2,2,2,4,90,90,90,50,80,90,90,90,70,50,1,1,1, ,1, ,Information Technology,Aerospace,1,3,-99,1,58,21851,3,2,2,2,5,7,1,4,4,7,1,3,1, ,3,4,2,4,1,1,MD,1, , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-.103820792807169,1,3.14285714285714,7,6.5,2.83333333333333,5.66666666666667,6,7,5.66666666666667,6,7, , , , , , , , , , , , , , , , , , ,7,7, , ,6,7,7,5,2.6,1,1,1,3, , , , ,0,0,0,1,2,3,4,0,1,1,0,5.66666666666667,6, ,.820640847587717,.820640847587717
iP6ffc1d937f070311,12/27/2022 7:39:51,12/27/2022 8:00:49,12/27/2022 8:00:50,0,100,1258,1,71.211.12.193,R_1JF7VGsNH0szJFW,38.125,-105.4301,Chrome,108.0.0.0,Windows NT 10.0,1280x720,anonymous,EN, ,0,0,10/14/1582 0:00:00,39,1,2,1,1,1,1,1,1,5,5,4,4,3,2,3,4,3,2,4,4,2,3,4,5,5,4,6,6,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,2,3,3,4,5,5,6,5,1,1,-1, , , , , , , , , , , ,3,5,4,6,5,1,1,4,4,4,4,5,5,5,5,3,3,2,1,2,60,60,40,40,40,60,60,40,60,60,0, , , , ,1,-99,-99,1,3,survey froze midway.,1,36,81050,4,2,2,1,8,3,1,4,4,4,1,3,1, ,2,4,4,4,1,1,CO,1, , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-.183687186115169,1,3,5,4,1,3,4.66666666666667,5.66666666666667,3,4.66666666666667,5.66666666666667, , , , , , , , , , , , , , , , , , ,2.66666666666667,5, , ,5,1,4,5,2.2,1,1,1,3, , , , ,0,0,0,1,2, ,4,0,1,1,0,3,4.66666666666667, ,.820640847587717,.820640847587717
iP7009efcfc4afe286,12/27/2022 1:58:27,12/27/2022 2:14:10,12/27/2022 2:14:10,0,100,942,1,172.58.128.81,R_Xwf2FMsa0SmDaVz,25.8119,-80.2318,Chrome,108.0.0.0,Android 12,412x869,anonymous,EN, ,0,0,10/14/1582 0:00:00,56,1,1,5,5,5,1,1,1,7,7,7,5,2,3,2,2,5,2,5,4,6,6,6,6,6,6,7,7,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,7,7,7,7,7,7,7,-1,2,99, , , , , , , , , , , ,5,1,7,7,7,7,7,7,7,7,7,7,7,7,7,5,5,2,1,1,100,100,100,90,100,100,100,100,100,70,1,1, , , , ,-99,-99,1,3,-99,2,52,32609,3,2,2,1,5,3,1,4,1,2,1,3,1,2900,1,4,1,7,1,1,FL,1, , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-.263807123528909,1,3,7,6,3,6,6,7,6,6,7, , , , , , , , , , , , , , , , , , ,6,7, , ,7,7,7,7,2.8,0,1,0,1, , , , ,1,1,0,1,2,1,4,0,1,1,0,6,6, ,-1.60935014468564,-1.60935014468564
iP700a2cec7458a476,12/21/2022 15:57:06,12/21/2022 16:13:39,12/21/2022 16:13:39,0,100,993,1,32.212.69.191,R_bvV2EBAEVcE5FEl,41.3186,-72.9302,Chrome,108.0.0.0,Android 11,412x915,anonymous,EN, ,0,0,10/14/1582 0:00:00,70,1,5,5,5,5,5,5,5,7,7,7,7,5,3,5,5,5,5,5,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,6,6,6,6,6,7,7,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,7,7,7,7,7,7,7,2,1,2,5,5,7,7,7,4,7,7,7,7,7,7,7,7,7,5,5,5,5,5,100,100,100,100,100,100,100,100,100,100,1, , , , ,1,-99,-99,1,8,-99,1,37,6513,1,2,2,2,1,2,2,4,1,2,1,1,1,5602,1,2,2,7,1,1,CT,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,-.250876374136185,1,4.71428571428571,7,7,5, , , , , , , , , , , , ,6,6,7, , , , , , , , , , , ,7,7,7,5.5,7,7,5, , , , ,1,1,1,3,0,0,0,1,1, ,19,1,1,0,0,6,6,.578654441666222, ,.578654441666222
iP703cd2509aa058a8,12/22/2022 22:09:02,12/22/2022 22:32:58,12/22/2022 22:32:58,0,100,1435,1,172.58.102.40,R_zTkYbGYJQunHxWp,29.8284,-95.4696,Chrome,106.0.0.0,Android 11,432x960,anonymous,EN,true,100,0,12/23/2022 5:02:42,52,1,2,2,2,3,3,1,3,6,7,6,4,4,3,2,2,4,2,4,4,6,6,6,6,6,6,4,6,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,7,5,7,6,4,5,4,2,2,-2, , , , , , , , , , , ,4,2,7,6,6,5,5,6,4,4,5,6,4,4,4,3,2,1,3,3,10,50,50,0,50,30,50,30,50,50,2, , , , ,1,-99,-99,0,3,Video was very informative and gave me things to think about and question.,2,58,77078,3,2,2,2,7,2,3,4,1,3,1,1,1,3362,1,3,99, ,98,1,TX,99, , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-.138809879399245,1,3,6.5,5,2.33333333333333,6,6,5.66666666666667,6,6,5.66666666666667, , , , , , , , , , , , , , , , , , ,6.33333333333333,5.2, , ,6.33333333333333,5,4.75,4.5,2.4,1,1,1,3, , , , ,1,1,0,1,1, ,4,0,1,1,0,6,6, ,.820640847587717,.820640847587717
iP704b1e192f1fd753,12/24/2022 9:07:55,12/24/2022 9:27:41,12/24/2022 9:27:41,0,100,1186,1,75.191.72.156,R_2QQwDxWyQR2mQxl,36.1287,-79.4086,Chrome,108.0.0.0,Android 10,360x720,anonymous,EN,true,100,0,12/22/2022 22:46:10,56,1,2,2,3,2,1,1,2,6,6,6,6,5,3,3,3,1,4,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,6,5,5,4,4,6,5,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,5,5,6,5,5,5,4,1,1,1,3,3,5,6,5,6,6,6,6,6,6,6,6,6,6,4,4,2,3,2,100,50,100,30,80,100,100,80,100,10,0,1, , , , ,-99,-99,1,4,"Very interesting and informative, definitely will seek more information",1,62,27217,3,2,2,1,5,3,1,98,4,4,1,4,3,3120,1,5,2,7,1,1,NC,1, , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , ,-.201942361728427,1,3.28571428571429,6,6,1.83333333333333, , , , , , , , , ,5.66666666666667,4.33333333333333,5.66666666666667, , , , , , , , , , , , , , ,5,5,5.33333333333333,6,6,6,3, , , , ,1,1,1,3,0,0,0,1,3,1,11,1,0,1,0,5.66666666666667,4.33333333333333,.578654441666222, ,.578654441666222
iP70591b3680358f16,12/23/2022 9:39:07,12/23/2022 9:56:44,12/23/2022 9:56:45,0,100,1056,1,75.66.252.174,R_2VPxjSP32oAM78x,34.2515,-88.7208,Chrome,108.0.0.0,Android 11,360x800,anonymous,EN, ,0,0,10/14/1582 0:00:00,58,1,2,2,2,4,2,3,2,5,7,4,1,4,3,2,3,2,2,5,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,6,6,6,6,6,6,7,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,7,7,6,7,7,7,7,6,2,1,2,4,1,6,5,5,7,7,6,7,6,7,7,6,7,7,3,1,3,3,2,70,70,50,80,80,80,70,90,90,90,0,1, , , , ,-99,-99,1,8,-99,2,39,38804,3,2,2,2,6,2,1,4,3,5,1,3,1, ,3,6,99,4,1,3,MS,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, , ,-.234903095474585,1,3,6,2.5,2.5, , , , , , , , , , , , ,6,6,6.66666666666667, , , , , , , , , , , ,6.66666666666667,6.8,5.33333333333333,7,6.5,6.75,2.4, , , , ,1,1,1,3,1,1,0,1,3,1,20,1,1,0,1,6,6,.578654441666222, ,.578654441666222
iP707c08d001bc0e00,12/22/2022 19:33:48,12/22/2022 21:09:58,12/22/2022 21:09:58,0,100,5770,1,76.22.72.45,R_6nDolUfHWylEiuB,48.799,-122.4499,Chrome,108.0.0.0,Android 10,377x795,anonymous,EN, ,0,0,10/14/1582 0:00:00,31,1,2,2,2,2,2,1,2,4,4,4,4,2,1,1,1,2,1,2,4, , , , , , , , , ,2,4,4,2,3,3,3,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,4,3,4,3,4,4,4,1,1,-1, , , , , , , , , , , ,2,2,3,4,3,4,4,4,4,4,4,5,5,5,4,2,2,1,1,1,60,100,80,20,30,60,90,20,60,100,0, , , , ,1,-99,-99,0,2,It was interesting i feel David was coached on his responses though he might be a really sad child used to promote these experiments with DNA. Something about his responses didn't seem genuine.,2,61,98229,4,1;2;4,2,2,9,5,6,4,8,99,1,4,1,860,2,1,98,1,99,99,WA,99, , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , ,.960303818982281,1,1.42857142857143,4,4,1.83333333333333, , , , , , , , , , , , , , , , , , , , , , , , ,3.66666666666667,3.8, , ,3.33333333333333,4,4,4.75,1.4,1,1,1,3, , , , ,1,1, , ,1, ,0,0,0,0,0,0,0, ,.820640847587717,.820640847587717
iP70c8c53cd8c64972,12/22/2022 18:11:17,12/22/2022 18:48:16,12/22/2022 18:48:16,0,100,2218,1,72.176.225.115,R_3kGOIl24skFfuIk,29.9177,-93.9244,Chrome,108.0.0.0,Android 12,360x800,anonymous,EN, ,0,0,10/14/1582 0:00:00,31,1,2,2,2,2,2,2,1,1,5,4,5,2,1,1,2,1,1,1,4,5,5,3,4,4,4,5,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,6,5,6,5,6,5,4,1,1,-1, , , , , , , , , , , ,3,4,5,5,4,5,5,6,5,6,5,4,4,5,4,1,3,1,2,1,80,80,50,50,30,80,80,90,50,50,0,1, , , , ,-99,-99,1,3,"Very touching video, would love to see the ending to see how David is doing",2,55,77642,3,2,2,1,7,6,1,5,1,3,1,2,1,840,3,3,2,6,1,1,TX,1, , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,.0597151553949264,1,1.28571428571429,3,4.5,1.83333333333333,4.33333333333333,4,4.33333333333333,4.33333333333333,4,4.33333333333333, , , , , , , , , , , , , , , , , , ,5,5.2, , ,4.66666666666667,5,5.5,4.25,1.6,1,1,1,3, , , , ,1,1,0,1,1,1,3,0,1,1,1,4.33333333333333,4, ,.820640847587717,.820640847587717
iP710bd3b830c07a7e,12/26/2022 11:50:05,12/26/2022 12:13:06,12/26/2022 12:13:06,0,100,1380,1,76.189.108.171,R_3EMhp7S02spqArj,40.9165,-81.1174,Chrome,108.0.0.0,Windows NT 10.0,1366x768,anonymous,EN,true,100,0,12/23/2022 23:19:42,54,1,3,2,1,2,2,1,3,7,7,4,6,4,2,1,3,5,2,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,3,1,4,4,3,6,6,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,4,5,5,5,5,5,5,2,2,2,1,1,1,3,5,4,6,7,7,7,4,7,4,5,4,1,2,2,1,1,50,50,50,50,20,40,50,50,50,20,0, , , , ,1,-99,-99,1,4,I would not trust gene editing. I think you are who GOD made you and everyone should leave it at that.,2,44,44601,2,1;5,2,1,3,3,2,4;3,4,1,2,3,1,1320,1,4,4,6,1,1,OH,99, , , , , , , , , , , , , ,1, , , , , , , , , , , , , , , , , , ,-.152754805214928,1,3,7,5,1.83333333333333, , , , , , , , , ,2.33333333333333,3.66666666666667,6, , , , , , , , , , , , , , ,5,5,3,5,6.25,5,1.4, , , , ,1,1,1,3,1,1, , ,2, ,11,1,0,1,0,2.33333333333333,3.66666666666667,.578654441666222, ,.578654441666222
iP711961e3d5e2e6a7,12/26/2022 16:26:32,12/26/2022 16:41:53,12/26/2022 16:41:54,0,100,921,1,71.62.250.44,R_1JCsOyecjbNrLYO,38.4077,-82.4405,Chrome,108.0.0.0,Windows NT 6.3,1920x1080,anonymous,EN, ,0,0,10/14/1582 0:00:00,44,1,1,1,1,1,1,1,1,4,4,4,4,1,1,1,1,1,1,1,4, , , , , , , , , ,3,3,2,3,3,3,4,4,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,4,4,4,4,4,4,4,4,99,99,99,3,3,3,4,4,4,4,4,4,4,5,4,4,4,4,1,3,3,3,3,90,90,10,50,40,80,100,50,90,50,2, , , , ,1,-99,-99,1,2,-99,2,45,25705,3,1,2,2,5,2,8,98,3,1,2,3,1,3400,3,4,4,5,1,1,WV,1, , , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , ,-.269131549749443,1,1,4,4,1, , , , , , , , , , , , , , , , , , , , , , , , , , ,4,4,3.66666666666667,4,4.25,4,2.6, , , , ,0,0,0,0,1,1,1,0,2, ,8,1,1,1,0,0,0,-3.15848882742809, ,-3.15848882742809
iP717891d629ac0322,12/26/2022 13:36:19,12/26/2022 14:01:59,12/26/2022 14:01:59,0,100,1540,1,172.56.217.162,R_1KS5zXOsf26D6Eh,40.0149,-75.1439,Chrome,108.0.0.0,Android 11,432x960,anonymous,EN, ,0,0,10/14/1582 0:00:00,50,1,3,1,1,1,1,1,2,6,7,1,2,2,3,1,1,3,4,3,4,6,6,4,5,6,6,2,7,6, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,5,2,6,7,2,6,7,99,1,99, , , , , , , , , , , ,3,2,6,6,2,4,4,4,1,4,5,5,4,1,4,1,3,1,1,1,100,50,100,0,0,100,100,0,100,0,1,1,1, , , ,Finance,-99,0,3,I think scientists poking around with DNA will cause disaster. I think they should focus on other things and stay out of GOD'S business.,2,67,19140,1,2,2,2,2,6,2,4,4,4,1,3,1,6162,1,2,1,4,98,1,PA,1, , , ,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-.112187748296579,1,2.42857142857143,6.5,1.5,1.16666666666667,5.33333333333333,5.66666666666667,5,5.33333333333333,5.66666666666667,5, , , , , , , , , , , , , , , , , , ,3.33333333333333,5.6, , ,4.66666666666667,4,3.5,3.5,1.4,0,1,0,1, , , , ,1,1,0,1,1,2,4,0,1,1,0,5.33333333333333,5.66666666666667, ,-1.60935014468564,-1.60935014468564
iP717cae68accab3fa,12/23/2022 13:38:58,12/23/2022 13:54:59,12/23/2022 13:54:59,0,100,960,1,24.246.190.58,R_2VanamhdHtpsk8H,35.1829,-83.3865,Chrome,102.0.5005.125,Android 13,320x694,anonymous,EN, ,0,0,10/14/1582 0:00:00,43,1,2,2,1,2,2,3,1,5,6,4,2,1,3,2,1,2,4,3,4,2,4,6,3,4,4,2,6,5, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,6,6,5,5,5,6,5,2,1,2,1,2,4,5,6,2,3,4,2,5,2,5,4,3,5,4,2,3,1,1,2,70,70,0,80,20,70,70,30,40,50,1,1, , , , ,-99,-99,1,3,-99,2,67,28734,3,1,2, ,5,3,2, , ,4, , , , , ,7,7, ,1, ,NC,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,-.259243329625595,1,2.28571428571429,5.5,3,1.83333333333333,4,3.66666666666667,4.33333333333333,4,3.66666666666667,4.33333333333333, , , , , , , , , , , , , , , , , , , , ,5.66666666666667,4.6,4.33333333333333,3.5,3.5,4,1.8, , , , ,1,1,1,3,1,1,1,0,3,1,1,1,1,1,1,4,3.66666666666667,.578654441666222, ,.578654441666222
iP718ec5afe36f1c91,12/23/2022 8:12:10,12/23/2022 8:32:09,12/23/2022 8:32:09,0,100,1198,1,98.212.187.93,R_3O00TKTzguOwxpg,42.0754,-87.8222,Chrome,100.0.4896.64,CrOS x86_64 14526.57.0,1187x667,anonymous,EN, ,0,0,10/14/1582 0:00:00,51,1,2,4,2,4,3,1,1,6,5,4,6,4,1,1,3,4,3,2,4, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,3,1,1,4,4,4,4,4,5, , , , , , , , , , , ,6,4,7,6,5,4,5,4,2,1,2,4,4,5,5,5,4,7,4,6,5,7,4,4,5,7,1,3,2,2,3,100,80,100,10,100,100,100,100,100,10,0,1, , , ,1,-99,-99,0,6,-99,2,71,60025,2,1,2, ,3,6,3, , ,1, , , ,1602, ,1,1, ,5, ,IL,1, , , , , , , , , , , , , , , , , , ,1, , , , , , , , , , , , , ,-.19889983245955,1,2.57142857142857,5.5,5,2.5, , , , , , , , , , , , , , , , , , , , , ,1.66666666666667,4,4.33333333333333, , ,5.66666666666667,4.8,5,5.5,5.5,5,2.2, , , , ,1,1,1,3,1,1,1,0,1,1,26,1,0,0,1,1.66666666666667,4,.578654441666222, ,.578654441666222
iP71c7ddb174dd3a71,12/19/2022 15:12:59,12/19/2022 15:30:24,12/19/2022 15:30:25,0,100,1044,1,67.174.163.110,R_1LGQOsP4f6hWxc7,32.107,-81.2499,Chrome,108.0.0.0,Android 13,393x851,anonymous,EN, ,0,0,10/14/1582 0:00:00,58,1,4,5,5,5,5,1,3,7,7,7,7,3,4,2,1,2,2,3,4, , , , , , , , , , , , , , , , , , ,6,5,5,6,6,6,7,7,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,5,6,5,6,6,5,6,3,2,2,2,5,3,7,7,6,7,7,7,7,7,7,6,6,6,7,3,3,2,2,4,100,90,80,0,100,80,100,100,100,0,1,1, , ,1, ,-99,Pharmacy,0,1,Very good clip,1,36,31322,3,1,2,1,5,9,1,4,4,7,1,3,1,7520,2,1,2,1,99,1,GA,1, , , , , , , , , ,1, , , , , , , , , , , , , , , , , , , , , , ,-.237945624743462,1,2.42857142857143,7,7,4, , , , , , ,5.33333333333333,6,7, , , , , , , , , , , , , , , , , ,5.33333333333333,5.2,6.66666666666667,7,7,6.25,2.8, , , , ,1,1,1,3,0,0,1,0,1,2,10,1,0,1,0,5.33333333333333,6,.578654441666222, ,.578654441666222
